date,event,common_name,genus,species,county,lifeform,group,dataset_num,invasive
7/18/02,FULL FLOWERING (GROUP),COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/10/02,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
10/1/01,LAST FLOWERS,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
6/25/01,FLOWER BUDS SWELLING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/24/00,FULL FLOWERING (GROUP),COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/3/97,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/9/96,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/13/95,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
10/29/94,LAST FLOWERS,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
10/15/94,LAST FLOWERS,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
9/30/94,FULL FLOWERING (GROUP),COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
8/15/94,LAST FLOWERS,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
6/16/94,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
6/16/94,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/12/93,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/11/92,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
6/25/91,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/6/90,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/10/89,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
7/1/88,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
6/25/87,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
6/27/86,FLOWERING,COMMON MULLEIN,VERBASCUM,THAPSUS,ITASCA,PLANTS,FORB,1,
8/13/13,FLOWER BUDS SWELLING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/2/12,FLOWER BUDS SWELLING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/16/11,FLOWERING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/10/11,FLOWER BUDS SWELLING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/24/09,FLOWERING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/5/08,FLOWER BUDS SWELLING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/5/08,FLOWER BUDS SWELLING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
7/26/05,FLOWER BUDS SWELLING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/25/04,FLOWERING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/5/94,FLOWERING,COMMON RAGWEED,AMBROSIA,ARTEMISIIFOLIA,ITASCA,PLANTS,FORB,1,
8/6/13,FLOWERING,COMMON REED,PHRAGMITES,AUSTRALIS,ITASCA,PLANTS,GRASSES & SEDGES,1,
7/23/12,FLOWERING,COMMON REED,PHRAGMITES,AUSTRALIS,ITASCA,PLANTS,GRASSES & SEDGES,1,
7/29/11,FLOWERING,COMMON REED,PHRAGMITES,AUSTRALIS,ITASCA,PLANTS,GRASSES & SEDGES,1,
7/15/16,FULL FLOWERING (GROUP),COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
6/22/16,FLOWERING,COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
7/8/13,FLOWERING,COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
7/23/12,FULL FLOWERING (GROUP),COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
6/26/12,FULL FLOWERING (GROUP),COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
6/21/12,FLOWERING,COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
7/26/10,FULL FLOWERING (GROUP),COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
6/19/06,FLOWERING,COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
8/15/01,FLOWERING,COMMON SKULLCAP (MARSH SKULLCAP),SCUTELLARIA,GALERICULATA,ITASCA,PLANTS,FORB,1,
8/23/14,FULL FLOWERING (GROUP),COMMON SOW THISTLE,SONCHUS,OLERACEUS,ITASCA,PLANTS,FORB,1,
6/8/90,FLOWERING,COMMON SOW THISTLE,SONCHUS,OLERACEUS,ITASCA,PLANTS,FORB,1,
6/21/03,FLOWERING,COMMON STITCHWORT,STELLARIA,GRAMINEA,ITASCA,PLANTS,FORB,1,
5/16/16,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/4/15,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/3/15,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
9/19/14,LAST FLOWERS,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/22/13,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/21/11,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/12/11,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
6/19/10,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
4/27/10,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/21/09,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/18/09,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/25/08,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/22/07,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/1/06,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/20/05,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
10/25/04,LAST FLOWERS,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
6/2/04,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/21/04,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
6/23/03,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/23/03,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
6/5/01,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/8/99,FULL FLOWERING (GROUP),COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/11/94,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
5/9/84,FLOWERING,COMMON STRAWBERRY,FRAGARIA,VIRGINIANA,ITASCA,PLANTS,WOODY,1,
7/9/12,FLOWERING,COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
7/13/11,FLOWERING,COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
10/19/10,LAST FLOWERS,COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
9/8/10,FULL FLOWERING (GROUP),COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
7/23/10,FLOWERING,COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
8/7/02,FULL FLOWERING (GROUP),COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
7/1/02,FLOWERING,COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
9/12/01,FULL FLOWERING (GROUP),COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
7/11/94,FLOWERING,COMMON SUNFLOWER,HELIANTHUS,ANUUS,ITASCA,PLANTS,FORB,1,
11/10/16,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/25/16,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/11/16,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
11/13/15,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
11/2/15,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/5/15,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/26/15,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/17/15,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/26/14,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/5/13,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/16/13,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/11/13,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/1/12,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/30/12,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/6/12,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
6/21/12,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/26/11,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/8/11,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/13/11,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
11/3/10,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/15/10,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
9/30/10,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/23/10,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/7/10,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/6/10,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/20/09,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/15/09,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/14/09,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/16/08,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/25/08,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/22/08,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/17/08,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/1/07,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/2/07,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
6/25/07,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/18/06,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/10/06,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/3/06,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
6/27/06,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
11/15/05,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
11/1/05,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/20/05,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/18/05,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/13/05,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/31/04,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/7/04,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/25/04,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/12/04,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/9/04,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/31/04,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/19/04,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/9/03,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/10/03,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/10/02,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/23/02,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/7/02,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/29/02,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/18/02,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
11/14/01,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
11/1/01,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/23/01,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/12/01,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/7/01,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/1/01,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/8/01,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
8/10/00,FULL FLOWERING (GROUP),COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/11/00,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/8/00,FLOWER BUDS SWELLING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/27/99,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/7/98,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/14/97,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/15/96,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/9/95,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
10/29/94,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
9/30/94,LAST FLOWERS,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/11/94,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/11/94,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/15/92,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/11/90,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/14/89,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/3/88,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/16/87,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
7/6/86,FLOWERING,COMMON TANSY,TANACETUM,VULGARE,ITASCA,PLANTS,FORB,1,
6/18/16,FULL FLOWERING (GROUP),COMMON YELLOW WOOD SORREL,OXALIS,STRICTA,ITASCA,PLANTS,FORB,1,
6/11/01,FLOWERING,COMMON YELLOW WOOD SORREL,OXALIS,STRICTA,ITASCA,PLANTS,FORB,1,
5/24/11,FLOWERING,CONIFER COTTON GRASS,ERIOPHORUM,TENELLUM,ITASCA,PLANTS,GRASSES & SEDGES,1,
5/24/02,FLOWERING,CORN POPPY,PAPAVER,RHOEAS,ITASCA,PLANTS,FORB,1,
5/26/04,FLOWERING,COTTON RUSTY GRASS,ERIOPHORUM,CHAMISSONIS,ITASCA,PLANTS,GRASSES & SEDGES,1,
7/2/16,FULL FLOWERING (GROUP),COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/18/16,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/26/15,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
7/3/13,FULL FLOWERING (GROUP),COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/22/13,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/14/12,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/27/11,FULL FLOWERING (GROUP),COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/14/11,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/28/10,FULL FLOWERING (GROUP),COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/11/10,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/25/09,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
7/1/08,FULL FLOWERING (GROUP),COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/23/08,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/20/07,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/15/06,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/26/05,FULL FLOWERING (GROUP),COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/15/05,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/20/04,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
7/1/03,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/24/02,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/11/98,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/17/97,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/24/95,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/13/94,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/13/94,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/22/93,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/22/92,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/25/91,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/26/90,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/21/89,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/13/88,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/9/87,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/17/86,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
6/25/85,FLOWERING,COW PARSNIP,HERACLEUM,LANATUM,ITASCA,PLANTS,FORB,1,
7/20/05,FLOWERING,COW WHEAT,MELAMPYRUM,LINEARE,ITASCA,PLANTS,FORB,1,
5/16/16,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/16/16,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/21/15,FULL FLOWERING (GROUP),CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
6/10/13,LAST FLOWERS,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/30/13,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/24/11,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/14/10,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/13/10,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/3/10,FLOWER BUDS SWELLING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/27/09,FULL FLOWERING (GROUP),CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/30/08,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/30/08,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/19/07,LAST FLOWERS,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/18/07,FULL FLOWERING (GROUP),CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/26/05,LAST FLOWERS,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/3/05,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/21/04,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/5/03,FLOWER BUDS SWELLING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/23/02,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/16/01,LAST FLOWERS,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/10/01,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/18/00,LAST FLOWERS,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/11/00,FULL FLOWERING (GROUP),CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/8/00,FULL FLOWERING (GROUP),CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/22/94,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/21/94,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/13/94,FLOWERING,CRAB APPLE,MALUS,SP,ITASCA,PLANTS,WOODY,1,
5/12/11,FLOWERING,CRACK WILLOW,SALIX,FRAGILIS,ITASCA,PLANTS,WOODY,1,
5/27/09,LAST FLOWERS,CRACK WILLOW,SALIX,FRAGILIS,ITASCA,PLANTS,WOODY,1,
